Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
L-LDL-C%,403,1.083 [1.009-1.162],1.000,,Cholesterol to Total-Lipids in Large LDL percentage
PUFA/MUFA,484,1.061 [0.997-1.130],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
S-VLDL-PL%,600,1.060 [0.993-1.131],1.000,,Phospholipids to Total-Lipids in Small VLDL percentage
XS-VLDL-CE,620,1.036 [0.975-1.100],1.000,,Cholesteryl Esters in Very Small VLDL
XL-HDL-TG,489,1.015 [0.967-1.066],1.000,,Triglycerides in Very Large HDL
M-LDL-FC,407,0.994 [0.920-1.074],1.000,,Free Cholesterol in Medium LDL
MUFA,654,0.977 [0.919-1.039],1.000,,Monounsaturated Fatty Acids
M-LDL-CE,550,0.973 [0.902-1.049],1.000,,Cholesteryl Esters in Medium LDL
XL-VLDL-PL,607,0.946 [0.885-1.011],1.000,,Phospholipids in Very Large VLDL
L-LDL-TG%,474,0.939 [0.887-0.993],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
