Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Acetate,13,1.334 [0.916-1.943],1.000,,Acetate
Omega-6%,366,1.072 [0.989-1.162],1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
S-HDL-C%,436,1.034 [0.988-1.081],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
XL-HDL-FC,590,1.034 [1.002-1.067],1.000,,Free Cholesterol in Very Large HDL
HDL-C,621,1.033 [0.974-1.095],1.000,,HDL Cholesterol
LDL-FC,411,0.990 [0.905-1.084],1.000,,Free Cholesterol in LDL
S-LDL-L,511,0.940 [0.839-1.053],1.000,,Total-Lipids in Small LDL
S-LDL-P,566,0.935 [0.846-1.033],1.000,,Concentration of Small LDL Particles
L-LDL-P,541,0.924 [0.830-1.030],1.000,,Concentration of Large LDL Particles
Total-BCAA,38,0.849 [0.740-0.975],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
