Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Acetoacetate,15,1.045 [0.854-1.279],1.000,,Acetoacetate
S-LDL-PL%,510,1.034 [0.988-1.084],1.000,,Phospholipids to Total-Lipids in Small LDL percentage
XS-VLDL-TG%,661,1.015 [0.986-1.045],1.000,,Triglycerides to Total-Lipids in Very Small VLDL percentage
IDL-TG%,635,1.009 [0.981-1.038],1.000,,Triglycerides to Total-Lipids in IDL percentage
XL-HDL-C%,306,1.005 [0.983-1.027],1.000,,Cholesterol to Total-Lipids in Very Large HDL percentage
S-LDL-FC,410,0.933 [0.910-0.957],0.013,*,Free Cholesterol in Small LDL
S-LDL-PL,409,0.928 [0.904-0.953],0.006,**,Phospholipids in Small LDL
M-VLDL-CE,487,0.912 [0.884-0.940],9.900e-04,***,Cholesteryl Esters in Medium VLDL
PUFA,699,0.908 [0.877-0.940],0.012,*,Polyunsaturated Fatty Acids
Omega-6,651,0.906 [0.872-0.942],0.174,,Omega-6 Fatty Acids
