Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
L-VLDL-PL%,580,1.048 [0.939-1.170],1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
L-LDL-L,508,1.040 [0.916-1.182],1.000,,Total-Lipids in Large LDL
M-LDL-PL,492,1.016 [0.895-1.153],1.000,,Phospholipids in Medium LDL
S-HDL-P,416,1.014 [0.868-1.185],1.000,,Concentration of Small HDL Particles
XL-VLDL-C,639,1.003 [0.891-1.129],1.000,,Cholesterol in Very Large VLDL
S-LDL-FC%,578,0.991 [0.884-1.112],1.000,,Free Cholesterol to Total-Lipids in Small LDL percentage
VLDL-C,644,0.991 [0.882-1.113],1.000,,VLDL Cholesterol
S-VLDL-CE,626,0.990 [0.886-1.107],1.000,,Cholesteryl Esters in Small VLDL
VLDL-TG,582,0.988 [0.871-1.120],1.000,,Triglycerides in VLDL
GlycA,385,0.786 [0.659-0.938],1.000,,Glycoprotein Acetyls
