Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
LA%,226,1.225 [1.134-1.323],0.061,,Linoleic Acid to Total-Fatty Acids percentage
Omega-6/Omega-3,257,1.135 [1.094-1.177],2.593e-06,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
M-HDL-TG%,657,1.079 [1.028-1.133],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
L-VLDL-C%,395,1.042 [0.979-1.110],1.000,,Cholesterol to Total-Lipids in Large VLDL percentage
S-HDL-TG,681,1.035 [0.980-1.093],1.000,,Triglycerides in Small HDL
Omega-3,420,0.895 [0.859-0.932],0.024,*,Omega-3 Fatty Acids
Omega-3%,215,0.880 [0.850-0.912],4.460e-07,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Unsaturation,310,0.864 [0.829-0.901],1.461e-06,***,Degree of Unsaturation
DHA,289,0.862 [0.824-0.902],4.412e-05,***,Docosahexaenoic Acid
DHA%,240,0.835 [0.793-0.879],1.571e-06,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
