Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
L-LDL-CE%,344,1.166 [1.005-1.352],1.000,,Cholesteryl Esters to Total-Lipids in Large LDL percentage
S-VLDL-TG%,564,1.091 [0.980-1.214],1.000,,Triglycerides to Total-Lipids in Small VLDL percentage
Total-BCAA,38,1.019 [0.656-1.583],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
IDL-CE%,420,1.008 [0.918-1.107],1.000,,Cholesteryl Esters to Total-Lipids in IDL percentage
L-LDL-FC,474,1.001 [0.896-1.119],1.000,,Free Cholesterol in Large LDL
Omega-3%,215,0.998 [0.937-1.063],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
M-LDL-FC%,651,0.995 [0.903-1.097],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
VLDL-CE,621,0.922 [0.836-1.017],1.000,,Cholesteryl Esters in VLDL
XXL-VLDL-CE%,176,0.882 [0.755-1.030],1.000,,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-VLDL-PL%,398,0.799 [0.704-0.908],1.000,,Phospholipids to Total-Lipids in Very Large VLDL percentage
