Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
PUFA%,371,1.170 [1.120-1.222],6.135e-07,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
DHA%,240,1.163 [1.128-1.200],9.354e-17,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
PUFA/MUFA,484,1.139 [1.103-1.176],4.128e-10,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Unsaturation,310,1.136 [1.111-1.162],3.108e-23,***,Degree of Unsaturation
DHA,289,1.133 [1.104-1.163],1.610e-15,***,Docosahexaenoic Acid
Omega-3%,215,1.114 [1.091-1.136],2.096e-20,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
HDL-CE,611,1.104 [1.065-1.144],0.015,*,Cholesteryl Esters in HDL
Omega-3,420,1.101 [1.078-1.124],3.483e-14,***,Omega-3 Fatty Acids
S-HDL-TG%,677,0.922 [0.894-0.951],0.096,,Triglycerides to Total-Lipids in Small HDL percentage
Omega-6/Omega-3,257,0.900 [0.882-0.918],3.862e-19,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
MUFA%,525,0.879 [0.855-0.905],3.174e-13,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-PL%,375,0.874 [0.832-0.918],0.017,*,Phospholipids to Total-Lipids in Very Small VLDL percentage
LA%,226,0.847 [0.797-0.902],0.041,*,Linoleic Acid to Total-Fatty Acids percentage
