Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Acetate,13,1.563 [0.917-2.664],1.000,,Acetate
M-VLDL-C,535,1.024 [0.964-1.089],1.000,,Cholesterol in Medium VLDL
S-VLDL-PL%,600,1.023 [0.967-1.083],1.000,,Phospholipids to Total-Lipids in Small VLDL percentage
Total-CE,575,1.017 [0.949-1.090],1.000,,Total-Esterified Cholesterol
VLDL-L,623,1.009 [0.952-1.070],1.000,,Total-Lipids in VLDL
XS-VLDL-FC%,460,0.993 [0.927-1.064],1.000,,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-FC,557,0.993 [0.937-1.052],1.000,,Free Cholesterol in Chylomicrons and Extremely Large VLDL
DHA%,240,0.990 [0.937-1.047],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
XL-VLDL-TG,570,0.986 [0.929-1.046],1.000,,Triglycerides in Very Large VLDL
L-VLDL-TG,567,0.972 [0.916-1.032],1.000,,Triglycerides in Large VLDL
