Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
DHA,289,1.030 [1.013-1.048],1.000,,Docosahexaenoic Acid
PUFA/MUFA,484,1.024 [0.996-1.052],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
XXL-VLDL-CE%,176,1.013 [0.976-1.052],1.000,,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-VLDL-CE,487,1.008 [0.979-1.037],1.000,,Cholesteryl Esters in Medium VLDL
IDL-TG%,635,1.001 [0.977-1.025],1.000,,Triglycerides to Total-Lipids in IDL percentage
S-LDL-C,489,1.000 [0.972-1.029],1.000,,Cholesterol in Small LDL
M-HDL-C%,632,0.981 [0.954-1.009],1.000,,Cholesterol to Total-Lipids in Medium HDL percentage
HDL-FC,599,0.978 [0.956-1.001],1.000,,Free Cholesterol in HDL
HDL-L,598,0.970 [0.947-0.993],1.000,,Total-Lipids in HDL
HDL-P,547,0.966 [0.939-0.993],1.000,,Concentration of HDL Particles
