Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
S-LDL-C%,261,1.170 [0.996-1.373],1.000,,Cholesterol to Total-Lipids in Small LDL percentage
L-LDL-L,508,1.146 [1.024-1.283],1.000,,Total-Lipids in Large LDL
S-HDL-C%,436,1.080 [0.976-1.195],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
L-VLDL-C,622,1.073 [0.966-1.191],1.000,,Cholesterol in Large VLDL
IDL-L,573,1.064 [0.958-1.183],1.000,,Total-Lipids in IDL
XXL-VLDL-CE,621,0.994 [0.898-1.099],1.000,,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
S-VLDL-C%,527,0.979 [0.871-1.100],1.000,,Cholesterol to Total-Lipids in Small VLDL percentage
XXL-VLDL-PL%,261,0.939 [0.822-1.073],1.000,,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-VLDL-FC%,397,0.891 [0.771-1.030],1.000,,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
Acetate,13,0.658 [0.256-1.696],1.000,,Acetate
