Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
S-HDL-C,410,1.562 [1.140-2.141],1.000,,Cholesterol in Small HDL
XL-HDL-C%,306,1.281 [1.033-1.588],1.000,,Cholesterol to Total-Lipids in Very Large HDL percentage
MUFA,654,1.203 [0.938-1.543],1.000,,Monounsaturated Fatty Acids
XXL-VLDL-TG%,153,1.141 [0.795-1.638],1.000,,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-VLDL-TG,567,1.002 [0.767-1.309],1.000,,Triglycerides in Large VLDL
XXL-VLDL-C,589,0.998 [0.777-1.283],1.000,,Cholesterol in Chylomicrons and Extremely Large VLDL
XL-VLDL-C%,486,0.858 [0.627-1.174],1.000,,Cholesterol to Total-Lipids in Very Large VLDL percentage
S-HDL-PL%,367,0.845 [0.649-1.101],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
XS-VLDL-PL,635,0.818 [0.675-0.992],1.000,,Phospholipids in Very Small VLDL
DHA%,240,0.728 [0.579-0.914],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
