Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Ile,28,1.210 [0.822-1.780],1.000,,Isoleucine
PUFA%,371,1.049 [0.967-1.138],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
HDL-PL,590,1.019 [0.965-1.077],1.000,,Phospholipids in HDL
M-VLDL-TG,613,1.018 [0.961-1.078],1.000,,Triglycerides in Medium VLDL
IDL-C%,558,1.013 [0.961-1.068],1.000,,Cholesterol to Total-Lipids in IDL percentage
S-VLDL-PL,664,0.998 [0.942-1.058],1.000,,Phospholipids in Small VLDL
M-VLDL-C%,604,0.990 [0.931-1.052],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
XXL-VLDL-TG%,153,0.962 [0.893-1.036],1.000,,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Omega-6/Omega-3,257,0.907 [0.871-0.946],0.929,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
LA%,226,0.836 [0.779-0.898],0.182,,Linoleic Acid to Total-Fatty Acids percentage
