Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
M-HDL-PL,545,1.019 [0.988-1.051],1.000,,Phospholipids in Medium HDL
S-HDL-PL,489,1.009 [0.974-1.046],1.000,,Phospholipids in Small HDL
XL-HDL-C%,306,1.002 [0.977-1.027],1.000,,Cholesterol to Total-Lipids in Very Large HDL percentage
L-HDL-C,671,1.002 [0.980-1.023],1.000,,Cholesterol in Large HDL
XXL-VLDL-C,589,1.001 [0.979-1.024],1.000,,Cholesterol in Chylomicrons and Extremely Large VLDL
Omega-3%,215,0.963 [0.949-0.978],0.277,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Unsaturation,310,0.958 [0.941-0.975],0.735,,Degree of Unsaturation
DHA%,240,0.947 [0.926-0.968],0.215,,Docosahexaenoic Acid to Total-Fatty Acids percentage
S-VLDL-CE%,509,0.939 [0.915-0.964],0.647,,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
XS-VLDL-FC%,460,0.919 [0.892-0.948],0.013,*,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
