Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Glu,32,5.132 [1.190-22.122],1.000,,Glucose
S-HDL-PL%,367,1.305 [0.934-1.822],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
Gly,134,1.111 [0.810-1.525],1.000,,Glycine
Leu,36,1.078 [0.244-4.773],1.000,,Leucine
SM,547,1.054 [0.797-1.394],1.000,,Sphingomyelins
M-VLDL-TG,613,0.971 [0.750-1.258],1.000,,Triglycerides in Medium VLDL
XS-VLDL-P,622,0.944 [0.753-1.183],1.000,,Concentration of Very Small VLDL Particles
S-HDL-CE,360,0.917 [0.651-1.291],1.000,,Cholesteryl Esters in Small HDL
Total-TG,641,0.905 [0.701-1.168],1.000,,Total-Triglycerides
M-VLDL-L,589,0.879 [0.674-1.146],1.000,,Total-Lipids in Medium VLDL
