Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
DHA,289,1.106 [1.055-1.158],1.000,,Docosahexaenoic Acid
His,43,1.031 [0.800-1.328],1.000,,Histidine
M-VLDL-PL,632,1.024 [0.976-1.075],1.000,,Phospholipids in Medium VLDL
M-VLDL-CE,487,1.012 [0.954-1.073],1.000,,Cholesteryl Esters in Medium VLDL
M-VLDL-L,589,1.002 [0.956-1.050],1.000,,Total-Lipids in Medium VLDL
IDL-C%,558,0.999 [0.954-1.047],1.000,,Cholesterol to Total-Lipids in IDL percentage
HDL-size,600,0.996 [0.953-1.041],1.000,,Average Diameter for HDL Particles
S-LDL-TG%,594,0.980 [0.934-1.028],1.000,,Triglycerides to Total-Lipids in Small LDL percentage
S-LDL-C,489,0.978 [0.924-1.034],1.000,,Cholesterol in Small LDL
LA%,226,0.820 [0.758-0.887],0.210,,Linoleic Acid to Total-Fatty Acids percentage
