Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Omega-6/Omega-3,257,1.095 [1.066-1.125],1.279e-05,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Pyruvate,37,1.091 [0.857-1.390],1.000,,Pyruvate
L-HDL-PL%,508,1.075 [1.011-1.144],1.000,,Phospholipids to Total-Lipids in Large HDL percentage
L-LDL-TG%,474,1.045 [0.996-1.098],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
VLDL-size,604,1.029 [0.981-1.081],1.000,,Average Diameter for VLDL Particles
Omega-3%,215,0.913 [0.889-0.937],1.129e-06,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
DHA%,240,0.885 [0.852-0.920],1.511e-04,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
S-VLDL-C%,527,0.883 [0.844-0.924],0.019,*,Cholesterol to Total-Lipids in Small VLDL percentage
L-HDL-FC%,532,0.882 [0.851-0.914],8.141e-07,***,Free Cholesterol to Total-Lipids in Large HDL percentage
M-VLDL-PL%,523,0.880 [0.841-0.921],0.008,**,Phospholipids to Total-Lipids in Medium VLDL percentage
XS-VLDL-CE,620,0.880 [0.842-0.920],0.003,**,Cholesteryl Esters in Very Small VLDL
XS-VLDL-C,604,0.874 [0.835-0.916],0.003,**,Cholesterol in Very Small VLDL
S-LDL-FC,410,0.872 [0.830-0.915],0.006,**,Free Cholesterol in Small LDL
S-LDL-PL,409,0.860 [0.814-0.908],0.015,*,Phospholipids in Small LDL
IDL-PL,591,0.859 [0.814-0.906],0.005,**,Phospholipids in IDL
IDL-L,573,0.849 [0.804-0.896],0.001,**,Total-Lipids in IDL
L-LDL-P,541,0.848 [0.801-0.899],0.007,**,Concentration of Large LDL Particles
SM,547,0.848 [0.801-0.897],0.002,**,Sphingomyelins
S-LDL-P,566,0.845 [0.793-0.901],0.050,*,Concentration of Small LDL Particles
LDL-FC,411,0.845 [0.796-0.896],0.006,**,Free Cholesterol in LDL
IDL-FC,587,0.842 [0.801-0.886],5.812e-06,***,Free Cholesterol in IDL
IDL-CE,553,0.842 [0.802-0.884],1.115e-06,***,Cholesteryl Esters in IDL
IDL-C,568,0.842 [0.802-0.884],7.297e-07,***,Cholesterol in IDL
ApoB,565,0.842 [0.791-0.897],0.021,*,Apolipoprotein B
L-LDL-L,508,0.840 [0.789-0.894],0.009,**,Total-Lipids in Large LDL
IDL-P,505,0.838 [0.799-0.879],1.500e-07,***,Concentration of IDL Particles
L-LDL-FC,474,0.837 [0.791-0.885],9.691e-05,***,Free Cholesterol in Large LDL
LDL-L,502,0.836 [0.781-0.894],0.045,*,Total-Lipids in LDL
M-VLDL-C,535,0.835 [0.787-0.886],6.054e-04,***,Cholesterol in Medium VLDL
L-LDL-C,488,0.835 [0.784-0.889],0.005,**,Cholesterol in Large LDL
L-LDL-CE,502,0.834 [0.782-0.890],0.008,**,Cholesteryl Esters in Large LDL
L-LDL-PL,492,0.833 [0.781-0.888],0.006,**,Phospholipids in Large LDL
Remnant-C,577,0.832 [0.781-0.887],0.003,**,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
S-VLDL-FC,593,0.832 [0.777-0.890],0.030,*,Free Cholesterol in Small VLDL
M-VLDL-CE,487,0.830 [0.783-0.879],6.530e-05,***,Cholesteryl Esters in Medium VLDL
LDL-CE,506,0.830 [0.775-0.889],0.027,*,Cholesteryl Esters in LDL
S-VLDL-PL,664,0.829 [0.772-0.890],0.046,*,Phospholipids in Small VLDL
Clinical LDL-C,463,0.828 [0.777-0.882],0.001,**,Clinical LDL Cholesterol
Non-HDL-C,563,0.827 [0.775-0.881],0.002,**,Total-Cholesterol Minus HDL-C
M-VLDL-PL,632,0.826 [0.769-0.888],0.045,*,Phospholipids in Medium VLDL
M-VLDL-FC,594,0.825 [0.769-0.886],0.027,*,Free Cholesterol in Medium VLDL
Total-FC,546,0.823 [0.771-0.879],0.002,**,Total-Free Cholesterol
Total-C,563,0.815 [0.762-0.873],0.001,**,Total-Cholesterol
Total-CE,575,0.814 [0.762-0.871],4.279e-04,***,Total-Esterified Cholesterol
MUFA,654,0.807 [0.745-0.875],0.044,*,Monounsaturated Fatty Acids
Cholines,620,0.801 [0.739-0.869],0.022,*,Total-Cholines
Phosphoglyc,609,0.801 [0.738-0.869],0.021,*,Phosphoglycerides
LA,635,0.791 [0.729-0.858],0.004,**,Linoleic Acid
Total-PL,628,0.782 [0.721-0.848],6.466e-04,***,Total-Phospholipids in Lipoprotein Particles
SFA,553,0.778 [0.712-0.850],0.007,**,Saturated Fatty Acids
Total-L,626,0.769 [0.709-0.834],4.745e-05,***,Total-Lipids in Lipoprotein Particles
Total-FA,654,0.765 [0.709-0.827],2.614e-06,***,Total-Fatty Acids
PUFA,699,0.758 [0.706-0.813],3.244e-09,***,Polyunsaturated Fatty Acids
Omega-6,651,0.743 [0.686-0.805],8.230e-08,***,Omega-6 Fatty Acids
