Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
HDL-TG,593,1.038 [0.999-1.079],1.000,,Triglycerides in HDL
S-LDL-C%,261,1.024 [0.953-1.102],1.000,,Cholesterol to Total-Lipids in Small LDL percentage
S-VLDL-C%,527,1.012 [0.963-1.065],1.000,,Cholesterol to Total-Lipids in Small VLDL percentage
VLDL-PL,674,1.011 [0.967-1.058],1.000,,Phospholipids in VLDL
S-VLDL-CE,626,1.011 [0.968-1.056],1.000,,Cholesteryl Esters in Small VLDL
S-VLDL-PL%,600,0.990 [0.945-1.038],1.000,,Phospholipids to Total-Lipids in Small VLDL percentage
L-HDL-C,671,0.980 [0.941-1.020],1.000,,Cholesterol in Large HDL
Remnant-C,577,0.977 [0.932-1.023],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
LDL-FC,411,0.955 [0.908-1.006],1.000,,Free Cholesterol in LDL
S-LDL-FC,410,0.940 [0.895-0.987],1.000,,Free Cholesterol in Small LDL
