Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
S-HDL-FC,483,1.054 [0.995-1.117],1.000,,Free Cholesterol in Small HDL
L-HDL-PL,598,1.035 [0.991-1.080],1.000,,Phospholipids in Large HDL
Total-FA,654,1.028 [0.980-1.078],1.000,,Total-Fatty Acids
Gln,113,1.015 [0.924-1.115],1.000,,Glutamine
S-VLDL-CE%,509,1.013 [0.960-1.068],1.000,,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
Total-FC,546,0.985 [0.935-1.038],1.000,,Total-Free Cholesterol
Remnant-C,577,0.985 [0.936-1.038],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
L-LDL-TG%,474,0.979 [0.932-1.029],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
S-VLDL-CE,626,0.977 [0.933-1.022],1.000,,Cholesteryl Esters in Small VLDL
LDL-PL,473,0.967 [0.917-1.019],1.000,,Phospholipids in LDL
