Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
DHA%,240,1.085 [1.054-1.116],0.007,**,Docosahexaenoic Acid to Total-Fatty Acids percentage
DHA,289,1.071 [1.043-1.100],0.094,,Docosahexaenoic Acid
Unsaturation,310,1.067 [1.044-1.090],0.001,**,Degree of Unsaturation
Omega-3%,215,1.064 [1.044-1.084],3.560e-05,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
M-HDL-C,607,1.038 [0.999-1.078],1.000,,Cholesterol in Medium HDL
VLDL-TG,582,0.979 [0.945-1.014],1.000,,Triglycerides in VLDL
Omega-6/Omega-3,257,0.937 [0.920-0.954],1.150e-06,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
MUFA%,525,0.922 [0.893-0.953],0.279,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
LA%,226,0.907 [0.877-0.938],0.004,**,Linoleic Acid to Total-Fatty Acids percentage
LA,635,0.904 [0.870-0.939],0.048,*,Linoleic Acid
