Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Lactate,22,1.054 [0.895-1.240],1.000,,Lactate
XL-HDL-FC%,547,1.019 [1.000-1.039],1.000,,Free Cholesterol to Total-Lipids in Very Large HDL percentage
S-LDL-TG%,594,1.008 [0.984-1.032],1.000,,Triglycerides to Total-Lipids in Small LDL percentage
VLDL-TG,582,1.004 [0.979-1.031],1.000,,Triglycerides in VLDL
HDL-TG,593,1.002 [0.983-1.021],1.000,,Triglycerides in HDL
M-VLDL-PL%,523,0.986 [0.960-1.012],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
XS-VLDL-CE,620,0.976 [0.956-0.997],1.000,,Cholesteryl Esters in Very Small VLDL
L-LDL-C,488,0.962 [0.938-0.985],1.000,,Cholesterol in Large LDL
Cholines,620,0.961 [0.941-0.981],1.000,,Total-Cholines
Omega-6,651,0.947 [0.926-0.967],0.151,,Omega-6 Fatty Acids
