Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
L-LDL-FC,474,1.346 [1.251-1.447],3.148e-10,***,Free Cholesterol in Large LDL
LDL-FC,411,1.331 [1.233-1.438],7.401e-08,***,Free Cholesterol in LDL
Clinical LDL-C,463,1.313 [1.220-1.414],8.772e-08,***,Clinical LDL Cholesterol
M-LDL-FC,407,1.313 [1.214-1.419],1.928e-06,***,Free Cholesterol in Medium LDL
S-LDL-FC,410,1.306 [1.214-1.405],1.650e-07,***,Free Cholesterol in Small LDL
L-LDL-PL,492,1.306 [1.215-1.403],8.094e-08,***,Phospholipids in Large LDL
LDL-C,476,1.302 [1.212-1.400],1.571e-07,***,LDL Cholesterol
LDL-PL,473,1.302 [1.212-1.398],1.133e-07,***,Phospholipids in LDL
L-LDL-C,488,1.301 [1.213-1.395],3.506e-08,***,Cholesterol in Large LDL
LDL-L,502,1.298 [1.209-1.393],1.123e-07,***,Total-Lipids in LDL
LDL-CE,506,1.294 [1.205-1.390],3.870e-07,***,Cholesteryl Esters in LDL
M-VLDL-CE,487,1.292 [1.200-1.393],3.811e-06,***,Cholesteryl Esters in Medium VLDL
L-LDL-L,508,1.292 [1.208-1.383],2.892e-08,***,Total-Lipids in Large LDL
L-LDL-CE,502,1.290 [1.203-1.384],2.090e-07,***,Cholesteryl Esters in Large LDL
IDL-CE,553,1.288 [1.205-1.377],2.829e-08,***,Cholesteryl Esters in IDL
M-LDL-PL,492,1.287 [1.195-1.385],4.602e-06,***,Phospholipids in Medium LDL
Total-CE,575,1.286 [1.203-1.375],4.284e-08,***,Total-Esterified Cholesterol
S-LDL-C,489,1.286 [1.196-1.382],1.966e-06,***,Cholesterol in Small LDL
IDL-C,568,1.285 [1.204-1.372],1.121e-08,***,Cholesterol in IDL
S-LDL-PL,409,1.283 [1.193-1.380],4.607e-06,***,Phospholipids in Small LDL
IDL-P,505,1.279 [1.193-1.372],1.263e-06,***,Concentration of IDL Particles
M-LDL-C,525,1.277 [1.188-1.373],9.042e-06,***,Cholesterol in Medium LDL
Total-C,563,1.274 [1.190-1.363],6.350e-07,***,Total-Cholesterol
S-LDL-CE,543,1.274 [1.188-1.366],2.180e-06,***,Cholesteryl Esters in Small LDL
M-LDL-P,508,1.273 [1.182-1.371],4.698e-05,***,Concentration of Medium LDL Particles
S-LDL-L,511,1.271 [1.186-1.362],2.730e-06,***,Total-Lipids in Small LDL
M-LDL-L,531,1.268 [1.181-1.361],1.481e-05,***,Total-Lipids in Medium LDL
IDL-L,573,1.268 [1.192-1.348],8.443e-09,***,Total-Lipids in IDL
Non-HDL-C,563,1.264 [1.182-1.351],1.416e-06,***,Total-Cholesterol Minus HDL-C
IDL-FC,587,1.261 [1.182-1.345],4.031e-07,***,Free Cholesterol in IDL
M-LDL-CE,550,1.258 [1.172-1.351],6.267e-05,***,Cholesteryl Esters in Medium LDL
S-LDL-P,566,1.258 [1.176-1.346],5.694e-06,***,Concentration of Small LDL Particles
Total-FC,546,1.258 [1.178-1.344],2.314e-06,***,Total-Free Cholesterol
L-LDL-P,541,1.250 [1.170-1.336],9.866e-06,***,Concentration of Large LDL Particles
Total-L,626,1.250 [1.169-1.336],1.493e-05,***,Total-Lipids in Lipoprotein Particles
L-LDL-C%,403,1.250 [1.163-1.343],2.819e-04,***,Cholesterol to Total-Lipids in Large LDL percentage
LDL-P,552,1.244 [1.164-1.329],2.937e-05,***,Concentration of LDL Particles
Omega-6,651,1.241 [1.164-1.323],1.016e-05,***,Omega-6 Fatty Acids
M-VLDL-C,535,1.237 [1.153-1.327],6.451e-04,***,Cholesterol in Medium VLDL
ApoB,565,1.232 [1.155-1.315],7.918e-05,***,Apolipoprotein B
Remnant-C,577,1.225 [1.149-1.307],1.599e-04,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
SM,547,1.220 [1.145-1.300],1.838e-04,***,Sphingomyelins
IDL-PL,591,1.215 [1.144-1.290],4.040e-05,***,Phospholipids in IDL
Total-PL,628,1.213 [1.136-1.295],0.002,**,Total-Phospholipids in Lipoprotein Particles
LA,635,1.210 [1.133-1.293],0.004,**,Linoleic Acid
PUFA,699,1.205 [1.139-1.275],2.035e-05,***,Polyunsaturated Fatty Acids
S-VLDL-FC,593,1.199 [1.123-1.280],0.011,*,Free Cholesterol in Small VLDL
M-VLDL-FC,594,1.197 [1.119-1.279],0.033,*,Free Cholesterol in Medium VLDL
Total-FA,654,1.191 [1.118-1.269],0.014,*,Total-Fatty Acids
Total-P,531,1.167 [1.104-1.232],0.009,**,Total-Concentration of Lipoprotein Particles
Acetate,13,0.973 [0.666-1.421],1.000,,Acetate
S-HDL-TG%,677,0.967 [0.923-1.013],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
Albumin,72,0.904 [0.778-1.050],1.000,,Albumin
Pyruvate,37,0.902 [0.756-1.075],1.000,,Pyruvate
L-HDL-PL%,508,0.837 [0.775-0.903],1.000,,Phospholipids to Total-Lipids in Large HDL percentage
