Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Acetone,15,1.182 [0.667-2.094],1.000,,Acetone
S-VLDL-C%,527,1.061 [0.998-1.127],1.000,,Cholesterol to Total-Lipids in Small VLDL percentage
PUFA/MUFA,484,1.055 [0.996-1.118],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
DHA,289,1.045 [1.002-1.089],1.000,,Docosahexaenoic Acid
LDL-PL,473,1.033 [0.973-1.096],1.000,,Phospholipids in LDL
L-HDL-TG,449,0.998 [0.957-1.041],1.000,,Triglycerides in Large HDL
XL-VLDL-P,599,0.975 [0.919-1.034],1.000,,Concentration of Very Large VLDL Particles
L-VLDL-TG,567,0.974 [0.916-1.036],1.000,,Triglycerides in Large VLDL
S-VLDL-TG%,564,0.945 [0.890-1.004],1.000,,Triglycerides to Total-Lipids in Small VLDL percentage
XL-VLDL-TG%,444,0.935 [0.869-1.006],1.000,,Triglycerides to Total-Lipids in Very Large VLDL percentage
