Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
PUFA%,371,1.426 [1.235-1.647],0.328,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
IDL-FC%,332,1.411 [1.225-1.625],0.433,,Free Cholesterol to Total-Lipids in IDL percentage
PUFA/MUFA,484,1.306 [1.168-1.460],0.671,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
XL-HDL-L,598,1.117 [1.019-1.226],1.000,,Total-Lipids in Very Large HDL
M-HDL-L,576,1.054 [0.939-1.182],1.000,,Total-Lipids in Medium HDL
XS-VLDL-PL,635,0.982 [0.902-1.069],1.000,,Phospholipids in Very Small VLDL
Total-PL,628,0.965 [0.867-1.075],1.000,,Total-Phospholipids in Lipoprotein Particles
XL-HDL-C%,306,0.960 [0.874-1.055],1.000,,Cholesterol to Total-Lipids in Very Large HDL percentage
S-LDL-TG,690,0.865 [0.782-0.956],1.000,,Triglycerides in Small LDL
MUFA%,525,0.765 [0.691-0.846],0.043,*,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
