Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Tyr,120,1.344 [1.202-1.503],0.051,,Tyrosine
XS-VLDL-CE%,644,1.056 [1.005-1.109],1.000,,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
ApoB/ApoA1,542,1.041 [0.989-1.096],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
PUFA/MUFA,484,1.009 [0.959-1.062],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
IDL-FC%,332,1.007 [0.943-1.076],1.000,,Free Cholesterol to Total-Lipids in IDL percentage
HDL-PL,590,0.969 [0.922-1.018],1.000,,Phospholipids in HDL
XXL-VLDL-FC,557,0.968 [0.920-1.018],1.000,,Free Cholesterol in Chylomicrons and Extremely Large VLDL
XS-VLDL-L,632,0.966 [0.927-1.006],1.000,,Total-Lipids in Very Small VLDL
S-HDL-L,442,0.931 [0.874-0.991],1.000,,Total-Lipids in Small HDL
XXL-VLDL-FC%,173,0.928 [0.851-1.012],1.000,,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
