Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Ile,28,1.097 [0.956-1.260],1.000,,Isoleucine
L-LDL-CE,502,1.015 [0.988-1.042],1.000,,Cholesteryl Esters in Large LDL
S-HDL-FC%,491,1.012 [0.995-1.030],1.000,,Free Cholesterol to Total-Lipids in Small HDL percentage
M-LDL-TG%,456,1.011 [0.990-1.033],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
LDL-PL,473,1.009 [0.982-1.037],1.000,,Phospholipids in LDL
M-HDL-C,607,0.989 [0.953-1.028],1.000,,Cholesterol in Medium HDL
L-VLDL-FC,648,0.980 [0.953-1.008],1.000,,Free Cholesterol in Large VLDL
MUFA%,525,0.978 [0.948-1.010],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XL-VLDL-CE,617,0.973 [0.945-1.001],1.000,,Cholesteryl Esters in Very Large VLDL
VLDL-P,640,0.967 [0.938-0.997],1.000,,Concentration of VLDL Particles
