Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Lactate,22,1.147 [0.710-1.854],1.000,,Lactate
IDL-TG%,635,1.080 [1.015-1.150],1.000,,Triglycerides to Total-Lipids in IDL percentage
M-LDL-CE%,368,1.066 [0.976-1.164],1.000,,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
M-VLDL-TG,613,1.057 [0.986-1.133],1.000,,Triglycerides in Medium VLDL
L-LDL-TG%,474,1.055 [0.986-1.129],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-TG,678,0.985 [0.930-1.043],1.000,,Triglycerides in Very Small VLDL
L-HDL-PL%,508,0.965 [0.890-1.047],1.000,,Phospholipids to Total-Lipids in Large HDL percentage
IDL-CE,553,0.946 [0.883-1.012],1.000,,Cholesteryl Esters in IDL
M-VLDL-PL%,523,0.945 [0.887-1.008],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
XS-VLDL-CE%,644,0.856 [0.804-0.912],0.366,,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
