Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Acetone,15,1.292 [0.997-1.674],1.000,,Acetone
VLDL-size,604,1.045 [1.009-1.082],1.000,,Average Diameter for VLDL Particles
TG/PG,632,1.043 [1.007-1.081],1.000,,Triglycerides to Phosphoglycerides ratio
XXL-VLDL-PL,556,1.036 [0.997-1.077],1.000,,Phospholipids in Chylomicrons and Extremely Large VLDL
S-HDL-PL%,367,1.000 [0.964-1.038],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
M-HDL-CE%,557,0.991 [0.958-1.025],1.000,,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
Pyruvate,37,0.981 [0.843-1.143],1.000,,Pyruvate
L-HDL-FC,638,0.960 [0.933-0.988],1.000,,Free Cholesterol in Large HDL
M-LDL-P,508,0.956 [0.920-0.994],1.000,,Concentration of Medium LDL Particles
L-HDL-CE%,562,0.955 [0.917-0.995],1.000,,Cholesteryl Esters to Total-Lipids in Large HDL percentage
