Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
IDL-FC%,332,1.475 [1.285-1.692],0.008,**,Free Cholesterol to Total-Lipids in IDL percentage
L-LDL-FC%,687,1.272 [1.152-1.404],0.429,,Free Cholesterol to Total-Lipids in Large LDL percentage
Unsaturation,310,1.179 [1.105-1.258],0.182,,Degree of Unsaturation
M-VLDL-FC%,574,1.167 [1.052-1.294],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
IDL-CE%,420,1.154 [1.052-1.265],1.000,,Cholesteryl Esters to Total-Lipids in IDL percentage
M-VLDL-C,535,0.993 [0.904-1.090],1.000,,Cholesterol in Medium VLDL
XS-VLDL-PL,635,0.971 [0.903-1.043],1.000,,Phospholipids in Very Small VLDL
L-HDL-PL%,508,0.861 [0.772-0.959],1.000,,Phospholipids to Total-Lipids in Large HDL percentage
M-HDL-TG,617,0.819 [0.754-0.890],0.533,,Triglycerides in Medium HDL
MUFA%,525,0.806 [0.736-0.883],0.902,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
