Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Tyr,120,1.399 [1.040-1.882],1.000,,Tyrosine
M-LDL-CE,550,1.292 [1.116-1.497],1.000,,Cholesteryl Esters in Medium LDL
L-VLDL-TG,567,1.072 [0.927-1.239],1.000,,Triglycerides in Large VLDL
XXL-VLDL-C%,176,1.029 [0.851-1.245],1.000,,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-HDL-FC,483,1.009 [0.859-1.187],1.000,,Free Cholesterol in Small HDL
Omega-6/Omega-3,257,0.984 [0.909-1.066],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
S-VLDL-P,669,0.976 [0.860-1.107],1.000,,Concentration of Small VLDL Particles
VLDL-size,604,0.975 [0.862-1.103],1.000,,Average Diameter for VLDL Particles
L-LDL-TG,604,0.945 [0.848-1.053],1.000,,Triglycerides in Large LDL
Acetone,15,0.738 [0.298-1.825],1.000,,Acetone
