Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Omega-6/Omega-3,257,1.030 [1.017-1.043],0.929,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
S-LDL-PL%,510,1.023 [0.990-1.058],1.000,,Phospholipids to Total-Lipids in Small LDL percentage
Val,50,1.016 [0.945-1.093],1.000,,Valine
L-VLDL-TG%,369,1.007 [0.990-1.024],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
M-HDL-PL%,489,1.004 [0.983-1.025],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
S-LDL-FC,410,0.946 [0.927-0.966],0.019,*,Free Cholesterol in Small LDL
L-LDL-P,541,0.930 [0.905-0.956],0.049,*,Concentration of Large LDL Particles
M-VLDL-CE,487,0.930 [0.905-0.955],0.020,*,Cholesteryl Esters in Medium VLDL
S-VLDL-PL,664,0.929 [0.902-0.956],0.143,,Phospholipids in Small VLDL
M-VLDL-C,535,0.925 [0.899-0.952],0.020,*,Cholesterol in Medium VLDL
