Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
LA%,226,1.169 [1.117-1.223],3.119e-06,***,Linoleic Acid to Total-Fatty Acids percentage
Albumin,72,1.126 [0.988-1.285],1.000,,Albumin
Omega-6/Omega-3,257,1.093 [1.068-1.119],3.733e-08,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
MUFA%,525,1.073 [1.039-1.108],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-HDL-TG,617,1.012 [0.982-1.041],1.000,,Triglycerides in Medium HDL
Omega-3,420,0.919 [0.898-0.941],4.576e-07,***,Omega-3 Fatty Acids
Omega-3%,215,0.915 [0.894-0.938],1.627e-07,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Unsaturation,310,0.913 [0.890-0.937],8.282e-07,***,Degree of Unsaturation
DHA,289,0.903 [0.877-0.929],9.814e-07,***,Docosahexaenoic Acid
DHA%,240,0.892 [0.863-0.922],3.089e-06,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
