Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
L-HDL-L,623,1.079 [0.988-1.179],1.000,,Total-Lipids in Large HDL
M-HDL-PL,545,1.052 [0.941-1.175],1.000,,Phospholipids in Medium HDL
IDL-PL,591,1.035 [0.941-1.139],1.000,,Phospholipids in IDL
M-VLDL-CE,487,1.018 [0.910-1.140],1.000,,Cholesteryl Esters in Medium VLDL
S-VLDL-C%,527,1.011 [0.906-1.127],1.000,,Cholesterol to Total-Lipids in Small VLDL percentage
S-VLDL-FC,593,0.928 [0.837-1.029],1.000,,Free Cholesterol in Small VLDL
VLDL-CE,621,0.919 [0.832-1.016],1.000,,Cholesteryl Esters in VLDL
S-LDL-CE%,545,0.837 [0.752-0.931],1.000,,Cholesteryl Esters to Total-Lipids in Small LDL percentage
SFA%,94,0.828 [0.615-1.116],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
M-HDL-PL%,489,0.803 [0.713-0.904],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
