Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Acetoacetate,15,2.895 [1.874-4.472],0.399,,Acetoacetate
Leu,36,1.256 [0.890-1.772],1.000,,Leucine
Tyr,120,1.098 [0.951-1.269],1.000,,Tyrosine
XL-HDL-FC%,547,1.095 [1.041-1.152],1.000,,Free Cholesterol to Total-Lipids in Very Large HDL percentage
S-VLDL-CE%,509,1.031 [0.967-1.098],1.000,,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
IDL-FC%,332,0.985 [0.911-1.065],1.000,,Free Cholesterol to Total-Lipids in IDL percentage
XXL-VLDL-TG%,153,0.981 [0.893-1.079],1.000,,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-VLDL-TG%,369,0.965 [0.906-1.028],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
PC,606,0.938 [0.888-0.990],1.000,,Phosphatidylcholines
HDL-L,598,0.913 [0.864-0.966],1.000,,Total-Lipids in HDL
