Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
XL-VLDL-FC%,397,1.109 [1.067-1.153],0.042,*,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
L-VLDL-C%,395,1.099 [1.063-1.136],0.007,**,Cholesterol to Total-Lipids in Large VLDL percentage
XL-VLDL-C%,486,1.099 [1.059-1.140],0.156,,Cholesterol to Total-Lipids in Very Large VLDL percentage
L-VLDL-CE%,492,1.094 [1.059-1.130],0.013,*,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
S-VLDL-CE%,509,1.090 [1.057-1.123],0.005,**,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
Omega-3,420,0.978 [0.958-0.999],1.000,,Omega-3 Fatty Acids
M-HDL-L,576,0.978 [0.948-1.009],1.000,,Total-Lipids in Medium HDL
M-LDL-CE%,368,0.971 [0.933-1.011],1.000,,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
L-VLDL-TG%,369,0.931 [0.904-0.958],0.266,,Triglycerides to Total-Lipids in Large VLDL percentage
XL-VLDL-TG%,444,0.904 [0.870-0.938],0.031,*,Triglycerides to Total-Lipids in Very Large VLDL percentage
