Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Acetoacetate,15,1.390 [0.757-2.552],1.000,,Acetoacetate
HDL-CE,611,1.057 [1.002-1.114],1.000,,Cholesteryl Esters in HDL
L-HDL-CE%,562,1.047 [0.989-1.108],1.000,,Cholesteryl Esters to Total-Lipids in Large HDL percentage
GlycA,385,1.036 [0.960-1.117],1.000,,Glycoprotein Acetyls
XL-HDL-TG,489,1.006 [0.965-1.048],1.000,,Triglycerides in Very Large HDL
LDL-TG,630,0.998 [0.954-1.045],1.000,,Triglycerides in LDL
XL-VLDL-FC,610,0.992 [0.941-1.047],1.000,,Free Cholesterol in Very Large VLDL
LDL-FC,411,0.991 [0.937-1.048],1.000,,Free Cholesterol in LDL
L-VLDL-C,622,0.979 [0.929-1.031],1.000,,Cholesterol in Large VLDL
Omega-3,420,0.969 [0.936-1.004],1.000,,Omega-3 Fatty Acids
