Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Omega-6/Omega-3,257,1.127 [1.073-1.184],0.435,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
L-VLDL-TG%,369,1.125 [1.047-1.210],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
S-HDL-L,442,1.048 [0.941-1.168],1.000,,Total-Lipids in Small HDL
XXL-VLDL-TG,472,1.048 [0.962-1.142],1.000,,Triglycerides in Chylomicrons and Extremely Large VLDL
S-HDL-FC,483,1.031 [0.924-1.150],1.000,,Free Cholesterol in Small HDL
M-LDL-FC,407,0.969 [0.883-1.064],1.000,,Free Cholesterol in Medium LDL
S-LDL-P,566,0.968 [0.889-1.053],1.000,,Concentration of Small LDL Particles
XL-VLDL-FC%,397,0.916 [0.828-1.013],1.000,,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
Omega-3%,215,0.888 [0.847-0.932],0.278,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
DHA%,240,0.843 [0.789-0.902],0.170,,Docosahexaenoic Acid to Total-Fatty Acids percentage
