Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Remnant-C,577,1.193 [1.013-1.407],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
S-LDL-L,511,1.168 [0.988-1.380],1.000,,Total-Lipids in Small LDL
MUFA,654,1.153 [0.983-1.352],1.000,,Monounsaturated Fatty Acids
L-VLDL-C,622,1.141 [0.984-1.323],1.000,,Cholesterol in Large VLDL
XL-VLDL-C,639,1.126 [0.975-1.300],1.000,,Cholesterol in Very Large VLDL
Val,50,0.998 [0.759-1.313],1.000,,Valine
L-LDL-TG%,474,0.993 [0.928-1.062],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
XXL-VLDL-FC%,173,0.986 [0.880-1.104],1.000,,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-LDL-PL%,510,0.971 [0.842-1.119],1.000,,Phospholipids to Total-Lipids in Small LDL percentage
S-VLDL-CE%,509,0.964 [0.898-1.034],1.000,,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
