Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
L-VLDL-FC%,331,1.132 [1.047-1.224],1.000,,Free Cholesterol to Total-Lipids in Large VLDL percentage
DHA%,240,1.117 [1.048-1.190],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
SM,547,1.029 [0.957-1.106],1.000,,Sphingomyelins
SFA,553,1.028 [0.949-1.114],1.000,,Saturated Fatty Acids
Gln,113,1.004 [0.868-1.161],1.000,,Glutamine
XL-HDL-CE,664,0.991 [0.934-1.053],1.000,,Cholesteryl Esters in Very Large HDL
L-LDL-C,488,0.991 [0.917-1.070],1.000,,Cholesterol in Large LDL
XXL-VLDL-C,589,0.963 [0.893-1.037],1.000,,Cholesterol in Chylomicrons and Extremely Large VLDL
M-HDL-CE%,557,0.960 [0.893-1.031],1.000,,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
Glu,32,0.933 [0.480-1.815],1.000,,Glucose
