Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
DHA%,240,1.148 [1.088-1.212],0.105,,Docosahexaenoic Acid to Total-Fatty Acids percentage
Unsaturation,310,1.116 [1.069-1.166],0.187,,Degree of Unsaturation
M-HDL-P,598,1.051 [0.994-1.112],1.000,,Concentration of Medium HDL Particles
L-VLDL-C%,395,1.013 [0.953-1.078],1.000,,Cholesterol to Total-Lipids in Large VLDL percentage
L-HDL-FC%,532,1.002 [0.953-1.053],1.000,,Free Cholesterol to Total-Lipids in Large HDL percentage
XL-HDL-FC%,547,0.977 [0.927-1.029],1.000,,Free Cholesterol to Total-Lipids in Very Large HDL percentage
M-HDL-TG,617,0.971 [0.927-1.018],1.000,,Triglycerides in Medium HDL
M-LDL-CE%,368,0.955 [0.892-1.023],1.000,,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
L-VLDL-CE,614,0.921 [0.874-0.971],1.000,,Cholesteryl Esters in Large VLDL
MUFA%,525,0.877 [0.833-0.923],0.134,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
