Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Acetone,15,1.243 [0.846-1.827],1.000,,Acetone
S-LDL-PL%,510,1.041 [0.983-1.102],1.000,,Phospholipids to Total-Lipids in Small LDL percentage
S-LDL-FC%,578,1.028 [0.977-1.082],1.000,,Free Cholesterol to Total-Lipids in Small LDL percentage
L-LDL-PL%,382,1.027 [0.978-1.080],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
IDL-TG,602,1.001 [0.960-1.044],1.000,,Triglycerides in IDL
HDL-CE,611,0.988 [0.938-1.040],1.000,,Cholesteryl Esters in HDL
L-LDL-L,508,0.986 [0.930-1.045],1.000,,Total-Lipids in Large LDL
XS-VLDL-P,622,0.985 [0.943-1.029],1.000,,Concentration of Very Small VLDL Particles
HDL-P,547,0.964 [0.906-1.026],1.000,,Concentration of HDL Particles
PUFA,699,0.960 [0.915-1.007],1.000,,Polyunsaturated Fatty Acids
