Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Total-BCAA,38,1.265 [0.936-1.709],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
M-HDL-CE%,557,1.080 [1.014-1.150],1.000,,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
HDL-P,547,1.051 [0.974-1.135],1.000,,Concentration of HDL Particles
S-HDL-PL,489,1.045 [0.965-1.132],1.000,,Phospholipids in Small HDL
L-VLDL-TG,567,1.019 [0.951-1.093],1.000,,Triglycerides in Large VLDL
SFA,553,0.976 [0.910-1.045],1.000,,Saturated Fatty Acids
Total-C,563,0.965 [0.901-1.034],1.000,,Total-Cholesterol
L-LDL-PL%,382,0.956 [0.893-1.023],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
S-VLDL-P,669,0.946 [0.891-1.005],1.000,,Concentration of Small VLDL Particles
LDL-size,178,0.891 [0.771-1.031],1.000,,Average Diameter for LDL Particles
