Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Creatinine,126,1.243 [0.865-1.787],1.000,,Creatinine
L-VLDL-PL%,580,1.056 [0.958-1.163],1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
XS-VLDL-TG%,661,1.055 [0.955-1.166],1.000,,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-HDL-C,607,1.035 [0.919-1.166],1.000,,Cholesterol in Medium HDL
M-VLDL-TG%,609,1.034 [0.930-1.149],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
L-VLDL-L,609,0.952 [0.843-1.075],1.000,,Total-Lipids in Large VLDL
LA,635,0.926 [0.810-1.058],1.000,,Linoleic Acid
S-LDL-P,566,0.908 [0.802-1.028],1.000,,Concentration of Small LDL Particles
LDL-L,502,0.903 [0.786-1.038],1.000,,Total-Lipids in LDL
Acetoacetate,15,0.848 [0.422-1.707],1.000,,Acetoacetate
