Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Total-BCAA,38,1.082 [0.904-1.295],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
S-LDL-FC%,578,1.028 [0.988-1.070],1.000,,Free Cholesterol to Total-Lipids in Small LDL percentage
HDL-PL,590,1.012 [0.970-1.056],1.000,,Phospholipids in HDL
L-HDL-PL%,508,1.006 [0.958-1.057],1.000,,Phospholipids to Total-Lipids in Large HDL percentage
XL-HDL-L,598,1.004 [0.970-1.040],1.000,,Total-Lipids in Very Large HDL
S-HDL-FC%,491,0.981 [0.948-1.016],1.000,,Free Cholesterol to Total-Lipids in Small HDL percentage
LDL-L,502,0.946 [0.901-0.994],1.000,,Total-Lipids in LDL
M-LDL-L,531,0.943 [0.900-0.989],1.000,,Total-Lipids in Medium LDL
Total-PL,628,0.940 [0.899-0.984],1.000,,Total-Phospholipids in Lipoprotein Particles
L-LDL-C,488,0.940 [0.895-0.987],1.000,,Cholesterol in Large LDL
