Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Unsaturation,310,1.071 [1.043-1.101],0.168,,Degree of Unsaturation
Omega-3%,215,1.067 [1.047-1.088],1.584e-05,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
S-HDL-CE,360,1.046 [0.986-1.109],1.000,,Cholesteryl Esters in Small HDL
ApoA1,587,1.016 [0.969-1.065],1.000,,Apolipoprotein A1
L-VLDL-CE%,492,1.014 [0.975-1.054],1.000,,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
L-HDL-FC%,532,0.999 [0.970-1.029],1.000,,Free Cholesterol to Total-Lipids in Large HDL percentage
Val,50,0.986 [0.880-1.105],1.000,,Valine
L-LDL-P,541,0.952 [0.891-1.016],1.000,,Concentration of Large LDL Particles
Omega-6/Omega-3,257,0.935 [0.917-0.953],2.812e-06,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
LA%,226,0.862 [0.829-0.895],5.586e-09,***,Linoleic Acid to Total-Fatty Acids percentage
