Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
SFA%,94,1.156 [1.035-1.292],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
GlycA,385,1.154 [1.091-1.220],0.138,,Glycoprotein Acetyls
M-HDL-CE,607,1.080 [1.036-1.126],1.000,,Cholesteryl Esters in Medium HDL
IDL-CE%,420,1.017 [0.975-1.060],1.000,,Cholesteryl Esters to Total-Lipids in IDL percentage
XL-HDL-TG%,642,1.007 [0.965-1.050],1.000,,Triglycerides to Total-Lipids in Very Large HDL percentage
XL-HDL-CE,664,0.998 [0.964-1.033],1.000,,Cholesteryl Esters in Very Large HDL
M-LDL-FC,407,0.981 [0.941-1.022],1.000,,Free Cholesterol in Medium LDL
M-HDL-TG%,657,0.968 [0.932-1.006],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
XXL-VLDL-PL%,261,0.952 [0.902-1.006],1.000,,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
LA%,226,0.880 [0.836-0.926],0.191,,Linoleic Acid to Total-Fatty Acids percentage
