Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
L-HDL-PL%,508,1.058 [1.034-1.083],0.415,,Phospholipids to Total-Lipids in Large HDL percentage
M-HDL-PL%,489,1.052 [1.032-1.072],0.028,*,Phospholipids to Total-Lipids in Medium HDL percentage
Omega-6/Omega-3,257,1.030 [1.018-1.043],0.606,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XXL-VLDL-TG,472,1.022 [0.999-1.045],1.000,,Triglycerides in Chylomicrons and Extremely Large VLDL
XL-HDL-C%,306,1.020 [1.002-1.038],1.000,,Cholesterol to Total-Lipids in Very Large HDL percentage
Unsaturation,310,0.962 [0.948-0.975],0.014,*,Degree of Unsaturation
L-HDL-PL,598,0.957 [0.942-0.972],0.004,**,Phospholipids in Large HDL
L-HDL-FC%,532,0.956 [0.940-0.972],0.044,*,Free Cholesterol to Total-Lipids in Large HDL percentage
M-HDL-FC%,609,0.952 [0.937-0.968],0.002,**,Free Cholesterol to Total-Lipids in Medium HDL percentage
SM,547,0.940 [0.920-0.960],0.003,**,Sphingomyelins
