Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
TG/PG,632,1.252 [1.151-1.363],0.044,*,Triglycerides to Phosphoglycerides ratio
XL-VLDL-PL,607,1.243 [1.137-1.360],0.477,,Phospholipids in Very Large VLDL
XL-VLDL-FC,610,1.242 [1.137-1.357],0.386,,Free Cholesterol in Very Large VLDL
XXL-VLDL-CE,621,1.221 [1.122-1.329],0.926,,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
M-VLDL-TG%,609,1.087 [0.993-1.190],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-PL%,367,0.950 [0.870-1.037],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
Acetone,15,0.924 [0.495-1.727],1.000,,Acetone
S-HDL-FC,483,0.921 [0.823-1.031],1.000,,Free Cholesterol in Small HDL
XXL-VLDL-FC%,173,0.912 [0.794-1.048],1.000,,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-HDL-PL,545,0.853 [0.774-0.940],1.000,,Phospholipids in Medium HDL
