Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
S-LDL-PL,409,1.222 [1.100-1.357],1.000,,Phospholipids in Small LDL
LDL-size,178,1.200 [0.922-1.561],1.000,,Average Diameter for LDL Particles
IDL-CE%,420,1.153 [1.038-1.280],1.000,,Cholesteryl Esters to Total-Lipids in IDL percentage
VLDL-PL,674,1.014 [0.922-1.115],1.000,,Phospholipids in VLDL
L-VLDL-PL%,580,1.001 [0.915-1.096],1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
PC,606,0.988 [0.905-1.079],1.000,,Phosphatidylcholines
HDL-C,621,0.980 [0.896-1.073],1.000,,HDL Cholesterol
ApoA1,587,0.974 [0.888-1.069],1.000,,Apolipoprotein A1
M-VLDL-TG%,609,0.896 [0.800-1.003],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-PL%,367,0.755 [0.675-0.845],0.262,,Phospholipids to Total-Lipids in Small HDL percentage
