Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
LA%,226,1.068 [1.042-1.094],0.026,*,Linoleic Acid to Total-Fatty Acids percentage
XS-VLDL-PL%,375,1.050 [1.024-1.076],1.000,,Phospholipids to Total-Lipids in Very Small VLDL percentage
Omega-6/Omega-3,257,1.042 [1.030-1.054],1.278e-06,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Ala,85,1.022 [0.979-1.066],1.000,,Alanine
S-HDL-PL%,367,1.002 [0.986-1.019],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
Omega-3%,215,0.958 [0.947-0.969],1.474e-07,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Unsaturation,310,0.955 [0.943-0.967],3.489e-07,***,Degree of Unsaturation
DHA%,240,0.947 [0.931-0.964],1.361e-04,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
Omega-3,420,0.947 [0.931-0.964],1.963e-04,***,Omega-3 Fatty Acids
DHA,289,0.946 [0.929-0.962],6.469e-05,***,Docosahexaenoic Acid
IDL-FC%,332,0.943 [0.923-0.964],0.031,*,Free Cholesterol to Total-Lipids in IDL percentage
Omega-6,651,0.931 [0.908-0.954],0.003,**,Omega-6 Fatty Acids
PUFA,699,0.926 [0.906-0.947],2.095e-06,***,Polyunsaturated Fatty Acids
