Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
LA%,226,1.125 [1.088-1.163],1.619e-06,***,Linoleic Acid to Total-Fatty Acids percentage
S-LDL-C%,261,1.098 [1.060-1.137],0.035,*,Cholesterol to Total-Lipids in Small LDL percentage
S-VLDL-CE%,509,1.093 [1.060-1.128],0.005,**,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
L-LDL-PL%,382,1.071 [1.044-1.098],0.021,*,Phospholipids to Total-Lipids in Large LDL percentage
Omega-6/Omega-3,257,1.060 [1.043-1.077],5.372e-07,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Omega-3%,215,0.947 [0.931-0.963],4.007e-05,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
DHA,289,0.936 [0.916-0.957],0.001,**,Docosahexaenoic Acid
Omega-3,420,0.935 [0.919-0.951],4.010e-09,***,Omega-3 Fatty Acids
S-VLDL-TG%,564,0.917 [0.887-0.949],0.110,,Triglycerides to Total-Lipids in Small VLDL percentage
GlycA,385,0.878 [0.838-0.920],0.011,*,Glycoprotein Acetyls
