Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
LA%,226,1.166 [1.099-1.237],0.091,,Linoleic Acid to Total-Fatty Acids percentage
MUFA%,525,1.115 [1.072-1.159],0.014,*,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Omega-6/Omega-3,257,1.110 [1.076-1.145],1.731e-05,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
M-LDL-TG,658,1.011 [0.972-1.053],1.000,,Triglycerides in Medium LDL
L-VLDL-P,622,1.000 [0.951-1.052],1.000,,Concentration of Large VLDL Particles
Omega-3,420,0.904 [0.877-0.932],3.526e-05,***,Omega-3 Fatty Acids
Omega-3%,215,0.900 [0.873-0.927],1.305e-06,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Unsaturation,310,0.885 [0.856-0.915],2.010e-07,***,Degree of Unsaturation
DHA,289,0.883 [0.850-0.918],8.405e-05,***,Docosahexaenoic Acid
DHA%,240,0.873 [0.835-0.913],5.516e-04,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
M-LDL-C%,225,0.818 [0.765-0.875],0.001,**,Cholesterol to Total-Lipids in Medium LDL percentage
