Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
S-LDL-CE,543,1.070 [0.965-1.187],1.000,,Cholesteryl Esters in Small LDL
M-HDL-TG,617,1.040 [0.956-1.131],1.000,,Triglycerides in Medium HDL
L-VLDL-C,622,1.039 [0.943-1.145],1.000,,Cholesterol in Large VLDL
IDL-TG%,635,1.035 [0.947-1.132],1.000,,Triglycerides to Total-Lipids in IDL percentage
S-HDL-CE%,367,1.022 [0.934-1.118],1.000,,Cholesteryl Esters to Total-Lipids in Small HDL percentage
S-VLDL-FC%,609,0.999 [0.903-1.105],1.000,,Free Cholesterol to Total-Lipids in Small VLDL percentage
XXL-VLDL-P,529,0.999 [0.898-1.111],1.000,,Concentration of Chylomicrons and Extremely Large VLDL Particles
VLDL-size,604,0.998 [0.908-1.098],1.000,,Average Diameter for VLDL Particles
M-LDL-C%,225,0.953 [0.827-1.098],1.000,,Cholesterol to Total-Lipids in Medium LDL percentage
Citrate,102,0.782 [0.596-1.028],1.000,,Citrate
