Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
S-HDL-FC,483,1.065 [1.033-1.098],1.000,,Free Cholesterol in Small HDL
PUFA/MUFA,484,1.045 [1.021-1.070],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Unsaturation,310,1.039 [1.022-1.056],0.857,,Degree of Unsaturation
Omega-3%,215,1.034 [1.020-1.048],0.463,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
S-LDL-CE%,545,1.027 [1.000-1.055],1.000,,Cholesteryl Esters to Total-Lipids in Small LDL percentage
M-VLDL-FC%,574,0.999 [0.976-1.022],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
IDL-C%,558,0.995 [0.975-1.015],1.000,,Cholesterol to Total-Lipids in IDL percentage
XS-VLDL-C,604,0.979 [0.961-0.997],1.000,,Cholesterol in Very Small VLDL
Omega-6/Omega-3,257,0.967 [0.954-0.981],0.541,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
LA%,226,0.928 [0.901-0.956],0.176,,Linoleic Acid to Total-Fatty Acids percentage
