Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
M-HDL-CE%,557,1.040 [1.021-1.060],1.000,,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
IDL-C%,558,1.033 [1.014-1.052],1.000,,Cholesterol to Total-Lipids in IDL percentage
PUFA%,371,1.022 [0.997-1.048],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
S-HDL-C%,436,1.018 [1.000-1.036],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
S-HDL-PL%,367,1.009 [0.990-1.029],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
S-VLDL-P,669,0.935 [0.912-0.957],0.009,**,Concentration of Small VLDL Particles
VLDL-PL,674,0.934 [0.911-0.958],0.021,*,Phospholipids in VLDL
XL-VLDL-CE,617,0.933 [0.910-0.958],0.033,*,Cholesteryl Esters in Very Large VLDL
S-VLDL-L,665,0.933 [0.910-0.957],0.014,*,Total-Lipids in Small VLDL
L-VLDL-CE,614,0.929 [0.905-0.954],0.009,**,Cholesteryl Esters in Large VLDL
MUFA,654,0.918 [0.890-0.946],0.010,**,Monounsaturated Fatty Acids
