Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Creatinine,126,1.477 [1.014-2.151],1.000,,Creatinine
Omega-3%,215,1.163 [1.103-1.227],0.006,**,Omega-3 Fatty Acids to Total-Fatty Acids percentage
S-HDL-C%,436,1.085 [0.995-1.183],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
Lactate,22,1.075 [0.541-2.139],1.000,,Lactate
S-VLDL-C,618,1.009 [0.931-1.093],1.000,,Cholesterol in Small VLDL
XL-HDL-CE,664,0.950 [0.884-1.021],1.000,,Cholesteryl Esters in Very Large HDL
Cholines,620,0.872 [0.798-0.953],1.000,,Total-Cholines
Omega-6/Omega-3,257,0.858 [0.806-0.914],0.378,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
LA,635,0.797 [0.727-0.872],0.236,,Linoleic Acid
LA%,226,0.785 [0.708-0.869],0.867,,Linoleic Acid to Total-Fatty Acids percentage
