Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
S-LDL-PL%,510,1.077 [1.047-1.109],0.097,,Phospholipids to Total-Lipids in Small LDL percentage
S-LDL-FC%,578,1.041 [1.017-1.066],1.000,,Free Cholesterol to Total-Lipids in Small LDL percentage
L-HDL-C,671,1.027 [1.007-1.047],1.000,,Cholesterol in Large HDL
L-HDL-CE,698,1.022 [1.002-1.043],1.000,,Cholesteryl Esters in Large HDL
HDL-C,621,1.012 [0.989-1.035],1.000,,HDL Cholesterol
LA,635,0.936 [0.912-0.961],0.164,,Linoleic Acid
MUFA,654,0.934 [0.910-0.958],0.052,,Monounsaturated Fatty Acids
S-LDL-CE%,545,0.929 [0.905-0.955],0.021,*,Cholesteryl Esters to Total-Lipids in Small LDL percentage
S-HDL-PL,489,0.920 [0.890-0.951],0.169,,Phospholipids in Small HDL
S-HDL-L,442,0.910 [0.880-0.941],0.011,*,Total-Lipids in Small HDL
