Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Pyruvate,37,1.316 [0.799-2.170],1.000,,Pyruvate
S-HDL-PL,489,1.205 [1.057-1.373],1.000,,Phospholipids in Small HDL
LA,635,1.073 [0.962-1.198],1.000,,Linoleic Acid
S-LDL-TG,690,1.037 [0.937-1.148],1.000,,Triglycerides in Small LDL
XXL-VLDL-FC,557,1.015 [0.906-1.137],1.000,,Free Cholesterol in Chylomicrons and Extremely Large VLDL
ApoB,565,0.996 [0.892-1.111],1.000,,Apolipoprotein B
L-LDL-P,541,0.986 [0.882-1.101],1.000,,Concentration of Large LDL Particles
L-VLDL-TG%,369,0.953 [0.855-1.061],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
M-HDL-C%,632,0.928 [0.835-1.030],1.000,,Cholesterol to Total-Lipids in Medium HDL percentage
XL-HDL-P,581,0.892 [0.815-0.977],1.000,,Concentration of Very Large HDL Particles
