Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Total-FA,654,1.057 [1.038-1.077],9.201e-04,***,Total-Fatty Acids
Omega-6,651,1.056 [1.036-1.077],0.008,**,Omega-6 Fatty Acids
LA,635,1.055 [1.034-1.076],0.025,*,Linoleic Acid
PUFA,699,1.051 [1.033-1.070],0.003,**,Polyunsaturated Fatty Acids
MUFA,654,1.051 [1.032-1.071],0.054,,Monounsaturated Fatty Acids
IDL-CE%,420,1.000 [0.988-1.011],1.000,,Cholesteryl Esters to Total-Lipids in IDL percentage
S-HDL-C%,436,0.993 [0.984-1.003],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
XL-VLDL-TG%,444,0.988 [0.974-1.003],1.000,,Triglycerides to Total-Lipids in Very Large VLDL percentage
Acetone,15,0.972 [0.879-1.074],1.000,,Acetone
S-LDL-PL%,510,0.962 [0.943-0.981],1.000,,Phospholipids to Total-Lipids in Small LDL percentage
