Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
M-LDL-PL%,271,1.088 [0.999-1.184],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
S-LDL-C%,261,1.043 [0.943-1.154],1.000,,Cholesterol to Total-Lipids in Small LDL percentage
XL-VLDL-PL%,398,1.041 [0.966-1.122],1.000,,Phospholipids to Total-Lipids in Very Large VLDL percentage
XL-VLDL-CE,617,1.032 [0.968-1.100],1.000,,Cholesteryl Esters in Very Large VLDL
M-LDL-L,531,1.014 [0.946-1.087],1.000,,Total-Lipids in Medium LDL
Total-FA,654,0.990 [0.930-1.053],1.000,,Total-Fatty Acids
S-VLDL-TG,687,0.985 [0.929-1.046],1.000,,Triglycerides in Small VLDL
S-HDL-FC,483,0.984 [0.912-1.062],1.000,,Free Cholesterol in Small HDL
L-HDL-PL,598,0.976 [0.923-1.033],1.000,,Phospholipids in Large HDL
XXL-VLDL-L,514,0.970 [0.904-1.042],1.000,,Total-Lipids in Chylomicrons and Extremely Large VLDL
