Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
L-VLDL-CE%,492,1.029 [1.003-1.057],1.000,,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
Glu,32,1.027 [0.899-1.172],1.000,,Glucose
L-VLDL-PL%,580,1.020 [0.996-1.044],1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
M-VLDL-TG,613,1.009 [0.982-1.037],1.000,,Triglycerides in Medium VLDL
M-VLDL-P,612,1.000 [0.971-1.031],1.000,,Concentration of Medium VLDL Particles
XL-HDL-L,598,0.998 [0.977-1.020],1.000,,Total-Lipids in Very Large HDL
S-LDL-L,511,0.990 [0.961-1.019],1.000,,Total-Lipids in Small LDL
M-VLDL-C,535,0.988 [0.958-1.019],1.000,,Cholesterol in Medium VLDL
IDL-FC,587,0.982 [0.956-1.009],1.000,,Free Cholesterol in IDL
LDL-FC,411,0.982 [0.953-1.012],1.000,,Free Cholesterol in LDL
