Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
SFA%,94,1.205 [0.981-1.480],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
L-HDL-L,623,1.076 [1.013-1.142],1.000,,Total-Lipids in Large HDL
L-HDL-TG,449,1.068 [1.012-1.128],1.000,,Triglycerides in Large HDL
VLDL-P,640,1.003 [0.940-1.072],1.000,,Concentration of VLDL Particles
IDL-PL,591,1.003 [0.937-1.074],1.000,,Phospholipids in IDL
IDL-FC,587,0.979 [0.909-1.054],1.000,,Free Cholesterol in IDL
IDL-P,505,0.970 [0.899-1.046],1.000,,Concentration of IDL Particles
L-VLDL-CE%,492,0.959 [0.888-1.036],1.000,,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
S-LDL-CE,543,0.936 [0.870-1.008],1.000,,Cholesteryl Esters in Small LDL
M-LDL-CE%,368,0.921 [0.845-1.003],1.000,,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
