Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
L-VLDL-PL,637,1.149 [1.058-1.248],1.000,,Phospholipids in Large VLDL
L-VLDL-CE,614,1.141 [1.052-1.239],1.000,,Cholesteryl Esters in Large VLDL
XXL-VLDL-TG,472,1.123 [1.019-1.237],1.000,,Triglycerides in Chylomicrons and Extremely Large VLDL
M-VLDL-PL,632,1.119 [1.030-1.217],1.000,,Phospholipids in Medium VLDL
S-LDL-FC,410,1.091 [1.003-1.186],1.000,,Free Cholesterol in Small LDL
M-HDL-CE%,557,0.917 [0.848-0.992],1.000,,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
Phe,17,0.909 [0.516-1.601],1.000,,Phenylalanine
HDL-C,621,0.889 [0.820-0.962],1.000,,HDL Cholesterol
HDL-CE,611,0.883 [0.814-0.958],1.000,,Cholesteryl Esters in HDL
M-HDL-PL,545,0.811 [0.742-0.887],0.962,,Phospholipids in Medium HDL
