Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
S-LDL-FC%,578,1.028 [1.012-1.044],1.000,,Free Cholesterol to Total-Lipids in Small LDL percentage
L-VLDL-CE%,492,1.022 [1.002-1.043],1.000,,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
L-VLDL-TG%,369,1.010 [0.992-1.028],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
S-HDL-P,416,1.005 [0.987-1.023],1.000,,Concentration of Small HDL Particles
M-HDL-C,607,1.000 [0.984-1.018],1.000,,Cholesterol in Medium HDL
Total-FC,546,0.996 [0.979-1.014],1.000,,Total-Free Cholesterol
Total-CE,575,0.995 [0.978-1.013],1.000,,Total-Esterified Cholesterol
XS-VLDL-PL,635,0.989 [0.975-1.002],1.000,,Phospholipids in Very Small VLDL
MUFA,654,0.961 [0.945-0.977],0.629,,Monounsaturated Fatty Acids
Tyr,120,0.894 [0.857-0.934],0.101,,Tyrosine
