Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
L-LDL-PL%,382,1.036 [0.996-1.078],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
GlycA,385,1.031 [0.972-1.093],1.000,,Glycoprotein Acetyls
Omega-6%,366,1.028 [0.974-1.085],1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
S-VLDL-CE%,509,1.014 [0.971-1.059],1.000,,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
M-LDL-PL,492,1.007 [0.961-1.056],1.000,,Phospholipids in Medium LDL
M-HDL-FC,597,0.981 [0.942-1.022],1.000,,Free Cholesterol in Medium HDL
TG/PG,632,0.974 [0.931-1.018],1.000,,Triglycerides to Phosphoglycerides ratio
XL-HDL-L,598,0.967 [0.930-1.004],1.000,,Total-Lipids in Very Large HDL
L-LDL-P,541,0.959 [0.919-1.002],1.000,,Concentration of Large LDL Particles
L-VLDL-C,622,0.956 [0.916-0.998],1.000,,Cholesterol in Large VLDL
